 0  1  0  0 
 8    8    0.021   -0.108 
 8    9    0.107    0.075 
 8    10    0.021   -0.108 
 8    11    0.143    0.022 
 8    12    0.003   -0.108 
 8    13    0.003    0.112 
 8    14    0.002   -0.095 
 8    15    0.003   -0.095 
 8    16    0.003   -0.108 
 8    17    0.003   -0.095 
 8    18    0.002   -0.081 
 8    19    0.002   -0.081 
 8    20    0.002   -0.081 
 8    21    0.002   -0.081 
 8    22    0.002   -0.081 
 8    23    0.198    0.178 
 8    24    0.216    0.151 
 8    25    0.216    0.061 
 8    26    0.219   -0.04 
 9    6    0    0 
 9    7    0    0 
 9    8    0.108    0.119 
 9    9    0.182    0.207 
 9    10    0.275    0.307 
 9    11    0.307    0.172 
 9    12    0.29    0.091 
 9    13    0.252    0.083 
 9    14   -0.202    0.11 
 9    15    0.003   -0.108 
 9    16    0.008    0.201 
 9    17    0.003   -0.108 
 9    18   -0.204   -0.127 
 9    19    0.002   -0.081 
 9    20    0.002   -0.081 
 9    21    0.002   -0.095 
 9    22    0.219    0.245 
 9    23    0.218    0.229 
 9    24    0.271    0.194 
 9    25    0.271    0.101 
 9    26    0.253    0.024 
 9    27    0.216    0.046 
 9    28   -0.245    0.173 
 9    29    0.126    0.107 
 10    6    0    0 
 10    7    0    0 
 10    8    0.109    0.15 
 10    9    0.294    0.33 
 10    10    0.335    0.428 
 10    11    0.327    0.274 
 10    12    0.326    0.225 
 10    13    0.307    0.141 
 10    14   -0.215    0.155 
 10    15    0    0 
 10    16    0   -0.014 
 10    17    0   -0.014 
 10    18   -0.204   -0.127 
 10    19    0   -0.014 
 10    20    0   -0.014 
 10    21    0.326    0.241 
 10    22    0.238    0.281 
 10    23    0.272    0.241 
 10    24    0.308    0.22 
 10    25    0.307    0.141 
 10    26    0.309    0.065 
 10    27    0.369    0.006 
 10    28   -0.292    0.196 
 10    29    0.216    0.121 
 10    30    0.234    0.105 
 10    31    0.439    0.226 
 11    8    0.198    0.163 
 11    9    0.307    0.203 
 11    10    0.327    0.274 
 11    11    0.364    0.141 
 11    12    0.366    0.066 
 11    13    0.328    0.056 
 11    14    0.291    0.047 
 11    15    0.294   -0.012 
 11    16    0.317   -0.08 
 11    17    0.257   -0.048 
 11    18   -0.222   -0.112 
 11    19    0    0 
 11    20    0    0 
 11    21    0.383    0.147 
 11    22    0.403    0.123 
 11    23    0.289    0.168 
 11    24    0.326    0.147 
 11    25    0.328    0.07 
 11    26    0.331    0.011 
 11    27    0.371   -0.023 
 11    28    0.434   -0.05 
 11    29    0.216    0.058 
 11    30    0.253    0.049 
 11    31    0.44    0.171 
 11    32    0.411    0.188 
 11    33    0.439    0.198 
 12    8    0.147   -0.091 
 12    9    0.308    0.08 
 12    10    0.326    0.225 
 12    11    0.367    0.05 
 12    12    0.374   -0.053 
 12    13    0.333   -0.033 
 12    14   -0.31    0.186 
 12    15    0    0 
 12    16    0.323   -0.136 
 12    17    0    0 
 12    18   -0.222   -0.112 
 12    19    0    0 
 12    20    0    0 
 12    21    0   -0.014 
 12    22    0.406    0.062 
 12    23    0.347    0.09 
 12    24    0.328    0.085 
 12    25    0.33    0.025 
 12    26    0.314   -0.037 
 12    27    0.377   -0.081 
 12    28   -0.29    0.211 
 12    29    0.335   -0.051 
 12    30    0.265   -0.015 
 12    31    0.296   -0.043 
 12    32    0.175   -0.317 
 12    33    0.421    0.137 
 12    34    0.311   -0.195 
 12    35    0.463    0.107 
 13    8    0.165   -0.075 
 13    9    0.271    0.072 
 13    10    0.308    0.08 
 13    11    0.329    0.04 
 13    12    0.334   -0.047 
 13    13    0.313   -0.023 
 13    14   -0.448    0.239 
 13    15   -0.254    0.077 
 13    16    0    0 
 13    17   -0.207   -0.063 
 13    18   -0.239   -0.096 
 13    19    0    0 
 13    20    0    0 
 13    21    0    0.042 
 13    22    0.216    0.121 
 13    23    0.234    0.125 
 13    24    0.271    0.101 
 13    25    0.273    0.027 
 13    26    0.256   -0.034 
 13    27    0.189   -0.003 
 13    28   -0.319    0.231 
 13    29   -0.26    0.102 
 13    30    0.217    0.009 
 13    31    0.227   -0.022 
 13    32    0.082   -0.318 
 13    33   -0.308   -0.011 
 13    34   -0.405   -0.084 
 13    35   -0.406   -0.028 
 13    36   -0.423    0.013 
 13    37    0.482   -0.01 
 13    38    0.487   -0.06 
 14    8    0    0 
 14    9   -0.215    0.155 
 14    10   -0.242    0.202 
 14    11   -0.292    0.196 
 14    12   -0.353    0.226 
 14    13   -0.448    0.239 
 14    14   -0.478    0.25 
 14    15   -0.3    0.128 
 14    16    0    0 
 14    17    0    0 
 14    18    0    0 
 14    19    0    0 
 14    20    0    0 
 14    21    0   -0.014 
 14    22    0    0 
 14    23    0.216    0.121 
 14    24    0.234    0.094 
 14    25    0.253    0.024 
 14    26   -0.592    0.143 
 14    27   -0.287    0.171 
 14    28   -0.321    0.218 
 14    29   -0.282    0.13 
 14    30   -0.263    0.071 
 14    31   -0.255    0.061 
 14    32    0.023   -0.291 
 14    33   -0.307    0.026 
 14    34   -0.398   -0.044 
 14    35   -0.406    0.002 
 14    36   -0.422    0.035 
 14    37   -0.447    0.029 
 14    38    0.49   -0.085 
 14    39    0.505   -0.118 
 14    40    0.531   -0.14 
 15    8    0    0 
 15    9    0    0 
 15    10    0    0 
 15    11    0.314   -0.037 
 15    12    0    0 
 15    13   -0.271    0.081 
 15    14   -0.318    0.117 
 15    15    0    0 
 15    16    0    0 
 15    17    0    0 
 15    18    0    0 
 15    19    0    0 
 15    20    0    0 
 15    21    0    0 
 15    22    0    0 
 15    23    0.216    0.061 
 15    24    0.235    0.035 
 15    25    0.245   -0.003 
 15    26    0.239   -0.053 
 15    27    0.163   -0.031 
 15    28   -0.274    0.136 
 15    29    0.153   -0.007 
 15    30    0.199   -0.019 
 15    31    0.199   -0.034 
 15    32    0.11   -0.265 
 15    33   -0.3   -0.02 
 15    34   -0.325   -0.029 
 15    35   -0.399   -0.03 
 15    36   -0.406    0.008 
 15    37    0.447   -0.065 
 15    38    0.457   -0.069 
 15    39    0.46   -0.094 
 15    40    0.486   -0.124 
 15    41    0.524   -0.097 
 15    42    0.588   -0.088 
 16    8    0    0 
 16    9    0    0 
 16    10    0    0 
 16    11    0.34   -0.104 
 16    12    0.346   -0.159 
 16    13    0.303   -0.125 
 16    14    0    0 
 16    15    0    0 
 16    16    0    0 
 16    17    0    0 
 16    18    0    0 
 16    19    0    0 
 16    20    0    0 
 16    21    0    0 
 16    22    0    0 
 16    23    0.197    0.029 
 16    24    0.254   -0.001 
 16    25    0.266   -0.032 
 16    26    0.249   -0.076 
 16    27    0.191   -0.051 
 16    28    0   -0.008 
 16    29    0.171   -0.03 
 16    30    0.219   -0.048 
 16    31    0.239   -0.061 
 16    32    0.241   -0.086 
 16    33    0.253   -0.115 
 16    34    0.255   -0.139 
 16    35   -0.389   -0.062 
 16    36   -0.406   -0.035 
 16    37    0.394   -0.054 
 16    38    0.434   -0.051 
 16    39    0.459   -0.086 
 16    40    0.461   -0.102 
 16    41    0.407   -0.084 
 16    42    0.584   -0.06 
 16    43    0.711   -0.001 
 16    44    0.701    0.058 
 17    8    0    0 
 17    9   -0.199   -0.191 
 17    10    0    0 
 17    11    0    0 
 17    12    0    0 
 17    13   -0.224   -0.073 
 17    14    0    0 
 17    15    0    0 
 17    16    0    0 
 17    17   -0.221   -0.124 
 17    18   -0.252   -0.155 
 17    19    0    0 
 17    20    0    0 
 17    21   -0.018    0 
 17    22    0    0 
 17    23    0.153    0.008 
 17    24    0.171   -0.005 
 17    25    0.218   -0.016 
 17    26    0.211   -0.057 
 17    27    0.154   -0.031 
 17    28   -0.164   -0.013 
 17    29   -0.19   -0.032 
 17    30   -0.207   -0.052 
 17    31   -0.224   -0.064 
 17    32   -0.249   -0.067 
 17    33   -0.282   -0.074 
 17    34   -0.307   -0.084 
 17    35   -0.357   -0.063 
 17    36   -0.389   -0.054 
 17    37   -0.406   -0.07 
 17    38    0.452   -0.02 
 17    39    0.454   -0.037 
 17    40    0.456   -0.062 
 17    41   -0.262   -0.129 
 17    42   -0.302   -0.157 
 17    43   -0.301   -0.17 
 17    44   -0.294   -0.174 
 17    45   -0.294   -0.174 
 17    46   -0.297   -0.148 
 18    9   -0.229   -0.223 
 18    10   -0.243   -0.244 
 18    11   -0.251   -0.168 
 18    12   -0.251   -0.168 
 18    13   -0.255   -0.117 
 18    14   -0.272   -0.114 
 18    15    0    0 
 18    16    0    0 
 18    17   -0.252   -0.155 
 18    18    0    0 
 18    19    0    0 
 18    20    0    0 
 18    21   -0.018    0 
 18    22    0    0 
 18    23    0    0 
 18    24    0    0 
 18    25    0    0 
 18    26    0    0 
 18    27   -0.181   -0.048 
 18    28    0    0 
 18    29   -0.19   -0.047 
 18    30   -0.207   -0.067 
 18    31   -0.223   -0.079 
 18    32   -0.248   -0.089 
 18    33   -0.281   -0.096 
 18    34   -0.306   -0.105 
 18    35   -0.339   -0.082 
 18    36   -0.357   -0.056 
 18    37   -0.307   -0.076 
 18    38   -0.237   -0.126 
 18    39   -0.229   -0.128 
 18    40   -0.255   -0.123 
 18    41   -0.271   -0.14 
 18    42   -0.285   -0.161 
 18    43   -0.28   -0.164 
 18    44   -0.292   -0.186 
 18    45   -0.294   -0.174 
 18    46   -0.296   -0.161 
 18    47   -0.299   -0.136 
 18    48    0.116   -0.044 
 18    49    0.072   -0.031 
 19    10    0    0 
 19    11    0    0 
 19    12    0    0 
 19    13    0    0 
 19    14    0    0 
 19    15    0    0 
 19    16    0    0 
 19    17    0    0 
 19    18    0    0 
 19    19   -0.018    0 
 19    20    0    0 
 19    21   -0.035    0 
 19    22    0    0 
 19    23    0    0 
 19    24    0    0 
 19    25   -0.008    0 
 19    26   -0.008    0 
 19    27   -0.07   -0.021 
 19    28   -0.008    0 
 19    29   -0.07   -0.013 
 19    30   -0.079   -0.021 
 19    31   -0.087   -0.02 
 19    32   -0.087   -0.028 
 19    33   -0.148   -0.03 
 19    34   -0.323   -0.086 
 19    35   -0.373   -0.08 
 19    36   -0.398   -0.065 
 19    37   -0.138   -0.076 
 19    38   -0.129   -0.085 
 19    39   -0.155   -0.081 
 19    40   -0.008    0 
 19    41   -0.272   -0.119 
 19    42   -0.283   -0.138 
 19    43   -0.298   -0.147 
 19    44   -0.297   -0.148 
 19    45    0.107    0.037 
 19    46    0.107    0.014 
 19    47    0.107   -0.011 
 19    48    0.089   -0.037 
 19    49    0.062   -0.023 
 19    50   -0.053    0.001 
 19    51   -0.07    0.002 
 20    10    0    0 
 20    11    0    0 
 20    12    0    0 
 20    13    0    0 
 20    14    0    0 
 20    15    0    0 
 20    16    0    0 
 20    17    0    0 
 20    18    0    0 
 20    19    0    0 
 20    20    0    0 
 20    21    0    0 
 20    22    0    0 
 20    23    0    0 
 20    24    0    0 
 20    25    0    0 
 20    26    0    0 
 20    27    0    0 
 20    28    0    0 
 20    29    0    0 
 20    30    0    0 
 20    31    0    0 
 20    32    0    0 
 20    33    0    0 
 20    34    0    0 
 20    35    0    0 
 20    36   -0.018    0 
 20    37   -0.07   -0.036 
 20    38   -0.007    0.002 
 20    39   -0.007    0.001 
 20    40    0    0 
 20    41   -0.014    0.003 
 20    42    0.008    0 
 20    43    0.045    0.009 
 20    44    0.045    0.009 
 20    45    0.071    0.026 
 20    46    0.062    0.001 
 20    47    0.08   -0.006 
 20    48    0.072   -0.031 
 20    49    0.053   -0.015 
 20    50    0.027    0 
 20    51    0.053    0.017 
 20    52    0.063    0.05 
 20    53    0.062    0.017 
 21    11    0.441    0.136 
 21    12    0    0 
 21    13    0    0 
 21    14    0    0 
 21    15    0    0 
 21    16    0    0 
 21    17   -0.018    0 
 21    18    0    0 
 21    19   -0.026    0 
 21    20    0    0 
 21    21   -0.026    0 
 21    22    0    0 
 21    23    0    0 
 21    24    0    0 
 21    25   -0.008    0 
 21    26   -0.008    0 
